ID;S_NAME;ICD10;SORT
10005047;Анормальное содержание гормонов, выявленное при исследовании семенной жидкости;R86.1;5052
10005048;Анормальное содержание гормонов, выявленное при исследовании синовиальной жидкости;R89.1;5053
10005049;Анормальное содержание гормонов, выявленное при исследовании спинномозговой жидкости;R83.1;5054
10005050;Анормальное содержание других лекарственных средств, выявленное , выявленные при исследовании препаратов из органов пищеварения;R85.2;5055
10005051;Анормальное содержание других лекарственных средств, выявленное , выявленные при исследовании слюны;R85.2;5056
10005052;Анормальное содержание других лекарственных средств, выявленное при исследовании амниотической жидкости;R89.2;5057
10005053;Анормальное содержание других лекарственных средств, выявленное при исследовании бронхиальных смывов;R84.2;5058
10005054;Анормальное содержание других лекарственных средств, выявленное при исследовании выделений из сосков;R89.2;5059
10005055;Анормальное содержание других лекарственных средств, выявленное при исследовании жидкости влагалищных выделений;R87.2;5060
10005056;Анормальное содержание других лекарственных средств, выявленное при исследовании жидкости из органов дыхания;R84.2;5061
10005057;Анормальное содержание других лекарственных средств, выявленное при исследовании мазков из влагалища;R87.2;5062
10005058;Анормальное содержание других лекарственных средств, выявленное при исследовании мазков из горла;R84.2;5063
10005059;Анормальное содержание других лекарственных средств, выявленное при исследовании мокроты;R84.2;5064
10005060;Анормальное содержание других лекарственных средств, выявленное при исследовании носовых выделений;R84.2;5065
10005061;Анормальное содержание других лекарственных средств, выявленное при исследовании перитонеальной жидкости;R85.2;5066
10005062;Анормальное содержание других лекарственных средств, выявленное при исследовании плевральной жидкости;R84.2;5067
10005063;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из влагалища;R87.2;5068
10005064;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из вульвы;R87.2;5069
10005065;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из женских половых органов;R87.2;5070
10005066;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из мужских половых органов;R86.2;5071
10005067;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из органа грудной клетки;R84.2;5072
10005068;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из органов дыхания;R84.2;5073
10005069;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из системы органа;R89.2;5074
10005070;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из ткани;R89.2;5075
10005071;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из уточненного органа;R89.2;5076
10005072;Анормальное содержание других лекарственных средств, выявленное при исследовании препаратов из шейки матки;R87.2;5077
10005073;Анормальное содержание других лекарственных средств, выявленное при исследовании раневого отделяемого;R89.2;5078
10005074;Анормальное содержание других лекарственных средств, выявленное при исследовании секрета предстательной железы;R86.2;5079
10005075;Анормальное содержание других лекарственных средств, выявленное при исследовании секреторных выделений из влагалища;R87.2;5080
10005076;Анормальное содержание других лекарственных средств, выявленное при исследовании секреторных выделений из женских половых органов;R87.2;5081
10005077;Анормальное содержание других лекарственных средств, выявленное при исследовании семенной жидкости;R86.2;5082
10005078;Анормальное содержание других лекарственных средств, выявленное при исследовании синовиальной жидкости;R89.2;5083
10005079;Анормальное содержание других лекарственных средств, выявленное при исследовании спинномозговой жидкости;R83.2;5084
10005080;Анормальное содержание медикаментов, выявленное , выявленные при исследовании препаратов из органов пищеварения;R85.2;5085
10005081;Анормальное содержание медикаментов, выявленное , выявленные при исследовании слюны;R85.2;5086
10005082;Анормальное содержание медикаментов, выявленное при исследовании амниотической жидкости;R89.2;5087
10005083;Анормальное содержание медикаментов, выявленное при исследовании бронхиальных смывов;R84.2;5088
10005084;Анормальное содержание медикаментов, выявленное при исследовании выделений из сосков;R89.2;5089
10005085;Анормальное содержание медикаментов, выявленное при исследовании жидкости влагалищных выделений;R87.2;5090
10005086;Анормальное содержание медикаментов, выявленное при исследовании жидкости из органов дыхания;R84.2;5091
10005087;Анормальное содержание медикаментов, выявленное при исследовании мазков из влагалища;R87.2;5092
10005088;Анормальное содержание медикаментов, выявленное при исследовании мазков из горла;R84.2;5093
10005089;Анормальное содержание медикаментов, выявленное при исследовании мокроты;R84.2;5094
10005090;Анормальное содержание медикаментов, выявленное при исследовании носовых выделений;R84.2;5095
10005091;Анормальное содержание медикаментов, выявленное при исследовании перитонеальной жидкости;R85.2;5096
10005092;Анормальное содержание медикаментов, выявленное при исследовании плевральной жидкости;R84.2;5097
10005093;Анормальное содержание медикаментов, выявленное при исследовании препаратов из влагалища;R87.2;5098
10005094;Анормальное содержание медикаментов, выявленное при исследовании препаратов из вульвы;R87.2;5099
10005095;Анормальное содержание медикаментов, выявленное при исследовании препаратов из женских половых органов;R87.2;5100
10005096;Анормальное содержание медикаментов, выявленное при исследовании препаратов из мужских половых органов;R86.2;5101
10005097;Анормальное содержание медикаментов, выявленное при исследовании препаратов из органа грудной клетки;R84.2;5102
10005098;Анормальное содержание медикаментов, выявленное при исследовании препаратов из органов дыхания;R84.2;5103
10005099;Анормальное содержание медикаментов, выявленное при исследовании препаратов из системы органа;R89.2;5104
10005100;Анормальное содержание медикаментов, выявленное при исследовании препаратов из ткани;R89.2;5105
10005101;Анормальное содержание медикаментов, выявленное при исследовании препаратов из уточненного органа;R89.2;5106
10005102;Анормальное содержание медикаментов, выявленное при исследовании препаратов из шейки матки;R87.2;5107
10005103;Анормальное содержание медикаментов, выявленное при исследовании раневого отделяемого;R89.2;5108
10005104;Анормальное содержание медикаментов, выявленное при исследовании секрета предстательной железы;R86.2;5109
10005105;Анормальное содержание медикаментов, выявленное при исследовании секреторных выделений из влагалища;R87.2;5110
10005106;Анормальное содержание медикаментов, выявленное при исследовании секреторных выделений из женских половых органов;R87.2;5111
10005107;Анормальное содержание медикаментов, выявленное при исследовании семенной жидкости;R86.2;5112
10005108;Анормальное содержание медикаментов, выявленное при исследовании синовиальной жидкости;R89.2;5113
10005109;Анормальное содержание медикаментов, выявленное при исследовании спинномозговой жидкости;R83.2;5114
10005110;Анормальное содержание ферментов , выявленное при исследовании перитонеальной жидкости;R85.0;5115
10005111;Анормальное содержание ферментов, выявленное , выявленные при исследовании препаратов из органов пищеварения;R85.0;5116
10005112;Анормальное содержание ферментов, выявленное , выявленные при исследовании слюны;R85.0;5117
10005113;Анормальное содержание ферментов, выявленное при исследовании амниотической жидкости;R89.0;5118
10005114;Анормальное содержание ферментов, выявленное при исследовании бронхиальных смывов;R84.0;5119
10005115;Анормальное содержание ферментов, выявленное при исследовании выделений из сосков;R89.0;5120
10005116;Анормальное содержание ферментов, выявленное при исследовании жидкости влагалищных выделений;R87.0;5121
10005117;Анормальное содержание ферментов, выявленное при исследовании жидкости из органов дыхания;R84.0;5122
10005118;Анормальное содержание ферментов, выявленное при исследовании мазков из влагалища;R87.0;5123
10005119;Анормальное содержание ферментов, выявленное при исследовании мазков из горла;R84.0;5124
10005120;Анормальное содержание ферментов, выявленное при исследовании мокроты;R84.0;5125
10005121;Анормальное содержание ферментов, выявленное при исследовании носовых выделений;R84.0;5126
10005122;Анормальное содержание ферментов, выявленное при исследовании плевральной жидкости;R84.0;5127
10005123;Анормальное содержание ферментов, выявленное при исследовании препаратов из влагалища;R87.0;5128
10005124;Анормальное содержание ферментов, выявленное при исследовании препаратов из вульвы;R87.0;5129
10005125;Анормальное содержание ферментов, выявленное при исследовании препаратов из женских половых органов;R87.0;5130
10005126;Анормальное содержание ферментов, выявленное при исследовании препаратов из мужских половых органов;R86.0;5131
10005127;Анормальное содержание ферментов, выявленное при исследовании препаратов из органа грудной клетки;R84.0;5132
10005128;Анормальное содержание ферментов, выявленное при исследовании препаратов из органов дыхания;R84.0;5133
10005129;Анормальное содержание ферментов, выявленное при исследовании препаратов из системы органа;R89.0;5134
10005130;Анормальное содержание ферментов, выявленное при исследовании препаратов из уточненного органа;R89.0;5135
10005131;Анормальное содержание ферментов, выявленное при исследовании препаратов из шейки матки;R87.0;5136
10005132;Анормальное содержание ферментов, выявленное при исследовании раневого отделяемого;R89.0;5137
10005133;Анормальное содержание ферментов, выявленное при исследовании секрета предстательной железы;R86.0;5138
10005134;Анормальное содержание ферментов, выявленное при исследовании секреторных выделений из влагалища;R87.0;5139
10005135;Анормальное содержание ферментов, выявленное при исследовании секреторных выделений из женских половых органов;R87.0;5140
10005136;Анормальное содержание ферментов, выявленное при исследовании семенной жидкости;R86.0;5141
10005137;Анормальное содержание ферментов, выявленное при исследовании синовиальной жидкости;R89.0;5142
10005138;Анормальное содержание ферментов, выявленное при исследовании спинномозговой жидкости;R83.0;5143
10005139;Анормальное содержание ферментов, выявленные при исследовании препаратов из ткани;R89.0;5144
10005140;Анормальные движения;G25.9;5145
10005141;Анормальные движения головы;R25.0;5146
10005142;Анормальные движения непроизвольные;R25.8;5147
10005143;Анормальные движения, нарушение;G25.9;5148
10005144;Анормальные зубы;K00.2;5149
10005145;Анормальные кишечные шумы;R19.1;5150
10005146;Анормальные ладонные складки;Q82.8;5151
10005147;Анормальные непроизвольные движения;R25.8;5152
10005148;Анормальные хрипы в груди;R09.8;5153
10005149;Анормальные шумы в груди;R09.8;5154
10005150;Анормальный запах мокроты;R09.3;5155
10005151;Анормальный кал;R19.5;5156
10005152;Анормальный продукт зачатия;O02.9;5157
10005153;Анормальный размер зубов;K00.2;5158
10005154;Анормальный рефлекс;R29.2;5159
10005155;Анормальный состав кала;R19.5;5160
10005156;Анормальный тест функции почек;R94.4;5161
10005157;Анормальный уровень лития в крови;R78.8;5162
10005158;Анормальный уровень тяжелых металлов в крови;R78.7;5163
10005159;Анормальный цвет кала;R19.5;5164
10005160;Анормальный цвет мокроты;R09.3;5165
10005161;Анормальных гравитационных сил влияние;T75.8;5166
10005162;Анормальных гравитационных состояний влияние;T75.8;5167
10005163;Анорхидизм;Q55.0;5168
10005164;Анорхизм;Q55.0;5169
10005165;Анорхия;Q55.0;5170
10005166;Аносмия;R43.0;5171
10005167;Аносмия истерическая;F44.6;5172
10005168;Анофтальм врожденный;Q11.1;5173
10005169;Анофтальм глазного яблока;Q11.2;5174
10005170;Анофтальм приобретенный;Z90.0;5175
10005171;Ано-Шоффара синдром;E83.1;5176
10005172;Ано-Шоффара-Труазье синдром;E83.1;5177
10005173;Антеверсия бедра врожденная;Q65.8;5178
10005174;Антеверсия матки;N85.4;5179
10005175;Антеверсия матки врожденная;Q51.8;5180
10005176;Антеверсия матки послеродовая старая;N85.4;5181
10005177;Антеверсия матки постинфекционная;N85.4;5182
10005178;Антеверсия матки при беременности;O34.5;5183
10005179;Антеверсия матки при беременности влияние на новорожденного;P03.8;5184
10005180;Антеверсия матки при беременности влияние на плод;P03.8;5185
10005181;Антеверсия матки при беременности вызывающая затрудненные роды;O65.5;5186
10005182;Антеверсия матки при беременности вызывающая затрудненные роды влияние на новорожденного;P03.1;5187
10005183;Антеверсия матки при беременности вызывающая затрудненные роды влияние на плод;P03.1;5188
10005184;Антеверсия матки при родах;O34.5;5189
10005185;Антеверсия матки при родах влияние на новорожденного;P03.8;5190
10005186;Антеверсия матки при родах влияние на плод;P03.8;5191
10005187;Антеверсия матки при родах вызывающая затрудненные роды;O65.5;5192
10005188;Антеверсия матки при родах вызывающая затрудненные роды влияние на новорожденного;P03.1;5193
10005189;Антеверсия матки при родах вызывающая затрудненные роды влияние на плод;P03.1;5194
10005190;Антеверсия шейки бедра врожденная;Q65.8;5195
10005191;Антеверсия шейки матки;N85.4;5196
10005192;Антенатальная медицинская помощь при нормальной беременности;Z34.9;5197
10005193;Антенатальная медицинская помощь при нормальной беременности первой;Z34.0;5198
10005194;Антенатальный скрининг;Z36.9;5199
10005195;Антенатальный скрининг для выявления изоиммунизации;Z36.5;5200
10005196;Антенатальный скрининг для выявления повышенного уровня альфафетопротеина в амниотической жидкости;Z36.1;5201
10005197;Антенатальный скрининг для выявления пороков развития с использованием других физических методов;Z36.3;5202
10005198;Антенатальный скрининг для выявления пороков развития с использованием ультразвука;Z36.3;5203
10005199;Антенатальный скрининг для выявления хромосомных аномалий;Z36.0;5204
10005200;Антенатальный скрининг для гемоглобинопатии;Z36.8;5205
10005201;Антенатальный скрининг для определения задержки роста плода с использованием других физических методов;Z36.4;5206
10005202;Антенатальный скрининг для определения задержки роста плода с использованием ультразвука;Z36.4;5207
10005203;Антенатальный скрининг основанный на амниоцентезе;Z36.2;5208
10005204;Антефлексия матки;N85.4;5209
10005205;Антидиуретического гормона синдром;E22.2;5210
10005206;Антикардиолипиновый синдром;D68.6;5211
10005207;Антисоциальная личность;F60.2;5212
10005208;Антитела материнские;O36.1;5213
10005209;Антитела материнские анти-D;O36.0;5214
10005210;Антитела материнские по группе крови;O36.1;5215
10005211;Антитела материнские, влияние на новорожденного;P55.0;5216
10005212;Антитела материнские, влияние на плод;P55.0;5217
10005213;Антитромбинемия;D68.5;5218
10005214;Антитромбопластинемия;D68.3;5219
10005215;Антитромбопластиногенемия;D68.3;5220
10005216;Антифосфолипидный синдром;D68.6;5221
10005217;Антонов огонь;A46;5222
10005218;Антракоз;J60;5223
10005219;Антракоз легкого;J60;5224
10005220;Антракосиликоз;J60;5225
10005221;Антрит острый;J01.0;5226
10005222;Антрит хронический;J32.0;5227
10005223;Антропоидный таз;Q74.2;5228
10005224;Антропоидный таз с диспропорцией;O33.0;5229
10005225;Антропоидный таз с диспропорцией соотношения размеров плода и таза;O33.0;5230
10005226;Антропоидный таз с диспропорцией, оказывающий влияние на новорожденного;P03.1;5231
10005227;Антропоидный таз с диспропорцией, оказывающий влияние на плод;P03.1;5232
10005228;Антропофобия;F40.1;5233
10005229;Анурия;R34;5234
10005230;Анурия калькулезная;N20.9;5235
10005231;Анурия калькулезная повторная;N20.9;5236
10005232;Анурия калькулезная с ущемлением;N20.9;5237
10005233;Анурия новорожденного;P96.0;5238
10005234;Анурия обусловленная абортом;O08.4;5239
10005235;Анурия обусловленная внематочной беременностью;O08.4;5240
10005236;Анурия обусловленная молярной беременностью;O08.4;5241
10005237;Анурия связанная с процедурой;N99.0;5242
10005238;Анурия сульфаниламидная при неправильном назначении препарата;T37.0;5243
10005239;Анурия сульфаниламидная при неправильном приеме препарата;T37.0;5244
10005240;Анурия сульфаниламидная при передозировке препарата;T37.0;5245
10005241;Анурия сульфаниламидная при правильном введении в соответствии с назначением препарата;R34;5246
10005242;Анурия травматическая;T79.5;5247
10005243;Анурия травматическая после размозжения;T79.5;5248
10005244;Анусит;K62.8;5249
10005245;Аньюм;L94.6;5250
10005246;Анэнцефалия;Q00.0;5251
10005247;Анэнцефалия плода подозреваемая, влияющая на характер ведения беременности;O35.0;5252
10005248;Анэнцефалия плода, влияющая на характер ведения беременности;O35.0;5253
10005249;Аортит;I77.6;5254
10005250;Аортит атеросклеротический;I70.0;5255
10005251;Аортит Деле-Геллера;A52.0;5256
10005252;Аортит люэтический;A52.0;5257
10005253;Аортит несифилитический;I77.6;5258
10005254;Аортит обызвествляющий;I77.6;5259
10005255;Аортит ревматический;I01.1;5260
10005256;Аортит сифилитический;A52.0;5261
10005257;Аортит сифилитический врожденный;A50.5;5262
10005258;Аортит специфический;A52.0;5263
10005259;Аортит специфический сифилитический;A52.0;5264
10005260;Апатия;R45.3;5265
10005261;Апгар оценка по шкале 0-3 балла через 1 минуту с асфиксией;P21.0;5266
10005262;Апгар оценка по шкале 4-7 балла через 1 минуту с асфиксией;P21.1;5267
10005263;Апгар оценка по шкале низкая с асфиксией;P21.9;5268
10005264;Апепсия;K31.8;5269
10005265;Апепсия психогенная;F45.3;5270
10005266;Аперта синдром;Q87.0;5271
10005267;Аплазия аксиальная экстракортикальная;E75.2;5272
10005268;Аплазия аксиальная экстракортикальная врожденная;E75.2;5273
10005269;Аплазия альвеолярного отростка;K08.8;5274
10005270;Аплазия альвеолярного отростка врожденная;Q38.6;5275
10005271;Аплазия альвеолярного отростка приобретенная;K08.8;5276
10005272;Аплазия аорты;Q25.4;5277
10005273;Аплазия аорты врожденная;Q25.4;5278
10005274;Аплазия бронха;Q32.4;5279
10005275;Аплазия верхней конечности;Q71.0;5280
10005276;Аплазия вилочковой железы с иммунной недостаточностью;D82.1;5281
10005277;Аплазия глаза;Q11.1;5282
10005278;Аплазия головного мозга;Q00.0;5283
10005279;Аплазия желчного пузыря, врожденная;Q44.0;5284
10005280;Аплазия клеток переднего рога;Q06.1;5285
10005281;Аплазия кожи врожденная;Q84.8;5286
10005282;Аплазия конечности;Q73.0;5287
10005283;Аплазия конечности врожденная;Q73.0;5288
10005284;Аплазия костного мозга;D61.9;5289
10005285;Аплазия костного мозга миелоидная;D61.9;5290
10005286;Аплазия круглой связки матки;Q52.8;5291
10005287;Аплазия лабиринта перепончатого;Q16.5;5292
10005288;Аплазия легкого врожденная;Q33.3;5293
10005289;Аплазия легкого врожденная двусторонняя;Q33.3;5294
10005290;Аплазия легкого врожденная односторонняя;Q33.3;5295
10005291;Аплазия матки;Q51.0;5296
10005292;Аплазия мозжечка;Q04.3;5297
10005293;Аплазия мозолистого тела;Q04.0;5298
10005294;Аплазия мужского полового члена;Q55.5;5299
10005295;Аплазия нижней конечности;Q72.0;5300
10005296;Аплазия паращитовидно-вилочковая;D82.1;5301
10005297;Аплазия Пелицеуса-Мерцбахера;E75.2;5302
10005298;Аплазия поджелудочной железы;Q45.0;5303
10005299;Аплазия предстательной железы;Q55.4;5304
10005300;Аплазия семенного канатика;Q55.4;5305
10005301;Аплазия цемента;K00.4;5306
10005302;Аплазия центральной ямки сетчатки;Q14.1;5307
10005303;Аплазия центральной ямки сетчатки врожденная;Q14.1;5308
10005304;Аплазия части головного мозга;Q04.3;5309
10005305;Аплазия шейки матки;Q51.5;5310
10005306;Аплазия шейки матки врожденная;Q51.5;5311
10005307;Аплазия щитовидной железы;E03.1;5312
10005308;Аплазия щитовидной железы врожденная;E03.1;5313
10005309;Аплазия щитовидной железы с микседемой;E03.1;5314
10005310;Аплазия экстракортикальная аксиальная;E75.2;5315
10005311;Аплазия эритроцитарная;D60.9;5316
10005312;Аплазия эритроцитарная врожденная;D61.0;5317
10005313;Аплазия эритроцитарная детская;D61.0;5318
10005314;Аплазия эритроцитарная первичная;D61.0;5319
10005315;Аплазия эритроцитарная преходящая;D60.1;5320
10005316;Аплазия эритроцитарная с тимомой;D60.9;5321
10005317;Аплазия эритроцитарная хроническая;D60.0;5322
10005318;Аплазия эритроцитарная чистая;D60.9;5323
10005319;Аплазия яичка;Q55.0;5324
10005320;Аплазия, абдоминальный мышечный синдром;Q79.4;5325
10005321;Аплазия, абдоминальный мышечный синдром сливообразного живота;Q79.4;5326
10005322;Апноэ;R06.8;5327
10005323;Апноэ во сне;G47.3;5328
10005324;Апноэ во сне обструктивное;G47.3;5329
10005325;Апноэ во сне центральное;G47.3;5330
10005326;Апноэ недоношенного;P28.4;5331
10005327;Апноэ недоношенного во время сна;P28.4;5332
10005328;Апноэ недоношенного во время сна центрального генеза;G47.3;5333
10005329;Апноэ недоношенного во время сна, аспирация;G47.3;5334
10005330;Апноэ новорожденного;P28.4;5335
10005331;Апноэ новорожденного аспирация;P28.4;5336
10005332;Апноэ новорожденного во время сна;P28.3;5337
10005333;Апноэ новорожденного во время сна первичное;P28.3;5338
10005334;Апноэ новорожденного во время сна центрального генеза;P28.3;5339
10005335;Апноэ новорожденного обструкция;P28.4;5340
10005336;Апноэ приступы;R06.8;5341
10005337;Апокринная метаплазия;N60.8;5342
10005338;Апокринная метаплазия молочной железы;N60.8;5343
10005339;Апоплексический ишемический приступ;I63.9;5344
10005340;Апоплексический ишемический удар;I63.9;5345
10005341;Апоплексический припадок;I64;5346
10005342;Апоплексический приступ;I64;5347
10005343;Апоплексический удар;I64;5348
10005344;Апоплексия;I64;5349
10005345;Апоплексия базилярная;I64;5350
10005346;Апоплексия бульбарная;I64;5351
10005347;Апоплексия геморрагическая;I61.9;5352
10005348;Апоплексия головного мозга;I64;5353
10005349;Апоплексия желудочка сердца;I21.9;5354
10005350;Апоплексия застойная;I64;5355
10005351;Апоплексия капиллярная;I64;5356
10005352;Апоплексия мозговых оболочек геморрагическая;I60.9;5357
10005353;Апоплексия предсердия;I21.9;5358
10005354;Апоплексия прогрессирующая;I64;5359
10005355;Апоплексия сердца;I21.9;5360
10005356;Апоплексия тепловая;T67.0;5361
10005357;Апоплексия тромботическая;I63.3;5362
10005358;Апоплексия уремическая;N18.5;5363
10005359;Апоплексия хорея;I64;5364
10005360;Апоплексия церебральная;I64;5365
10005361;Апоплексия эмболическая;I63.4;5366
10005362;Апоплектиформные судороги;I67.8;5367
10005363;Апофизит;M93.9;5368
10005364;Апофизит кости;M93.9;5369
10005365;Апофизит пяточной кости;M92.8;5370
10005366;Апофизит юношеский;M92.9;5371
10005367;Аппендикс органа Морганьи у женщин;Q52.8;5372
10005368;Аппендикс органа Морганьи у мужчин;Q55.8;5373
10005369;Аппендикс придатка яичка;Q55.4;5374
10005370;Аппендикс яичка;Q55.2;5375
10005371;Аппендицит;K37;5376
10005372;Аппендицит амебный;A06.8;5377
10005373;Аппендицит вне обострения;K36;5378
10005374;Аппендицит леченый;K36;5379
10005375;Аппендицит леченый облитерирующий;K36;5380
10005376;Аппендицит обструктивный;K36;5381
10005377;Аппендицит острый;K35.8;5382
10005378;Аппендицит острый гангренозный;K35.8;5383
10005379;Аппендицит острый гнойный;K35.8;5384
10005380;Аппендицит острый катаральный;K35.8;5385
10005381;Аппендицит острый молниеносный;K35.8;5386
10005382;Аппендицит острый обструктивный;K35.8;5387
10005383;Аппендицит острый ретроцекальный;K35.8;5388
10005384;Аппендицит острый с перитонеальным абсцессом;K35.3;5389
10005385;Аппендицит острый с перитонитом;K35.3;5390
10005386;Аппендицит острый с перитонитом генерализованным;K35.2;5391
10005387;Аппендицит острый с перитонитом генерализованным с перфорацией;K35.2;5392
10005388;Аппендицит острый с перитонитом генерализованным с разрывом;K35.2;5393
10005389;Аппендицит острый с перитонитом локализованным;K35.3;5394
10005390;Аппендицит острый с перитонитом локализованным с перфорацией;K35.3;5395
10005391;Аппендицит острый с перитонитом локализованным с разрывом;K35.3;5396
10005392;Аппендицит острый с перфорацией;K35.3;5397
10005393;Аппендицит острый с разрывом;K35.3;5398
10005394;Аппендицит пневмококковый;K37;5399
10005395;Аппендицит подострый;K36;5400
10005396;Аппендицит подострый адгезивный;K36;5401
10005397;Аппендицит ретроцекальный;K37;5402
10005398;Аппендицит рецидивирующий;K36;5403
10005399;Аппендицит с перитонеальным абсцессом;K35.3;5404
10005400;Аппендицит с перитонитом;K35.3;5405
10005401;Аппендицит с перитонитом генерализованным;K35.2;5406
10005402;Аппендицит с перитонитом генерализованным с перфорацией;K35.2;5407
10005403;Аппендицит с перитонитом генерализованным с разрывом;K35.2;5408
10005404;Аппендицит с перитонитом локализованным;K35.3;5409
10005405;Аппендицит с перитонитом локализованным с перфорацией;K35.3;5410
10005406;Аппендицит с перитонитом локализованным с разрывом;K35.3;5411
10005407;Аппендицит с перфорацией;K35.3;5412
10005408;Аппендицит с разрывом;K35.3;5413
10005409;Аппендицит туберкулезный;A18.3;5414
10005410;Аппендицит хронический;K36;5415
10005411;Аппендицит хронический рецидивирующий;K36;5416
10005412;Аппетит извращенный;F50.8;5417
10005413;Аппетит извращенный истерический;F50.8;5418
10005414;Аппетит плохой;F50.8;5419
10005415;Аппетит расстроенный;F50.8;5420
10005416;Аппетит расстроенный в детстве;F98.3;5421
10005417;Аппетит чрезмерный;R63.2;5422
10005418;Аппетита отсутствие;R63.0;5423
10005419;Аппетита отсутствие неорганического происхождения;F50.8;5424
10005420;Аппетита отсутствие психогенного характера;F50.8;5425
10005421;Аппетита потеря;R63.0;5426
10005422;Аппетита потеря неорганического происхождения;F50.8;5427
10005423;Аппетита потеря психогенного характера;F50.8;5428
10005424;Апраксия;R48.2;5429
10005425;Апраксия вербальная;R48.2;5430
10005426;Апраксия глаз;H51.8;5431
10005427;Апраксия двигательная врожденная;H51.8;5432
10005428;Апраксия идиокинетическая;R48.2;5433
10005429;Апраксия идиомоторная;R48.2;5434
10005430;Апраксия классическая;R48.2;5435
10005431;Апраксия моторная;R48.2;5436
10005432;Апраксия связанная с мышлением;R48.2;5437
10005433;Аптиализм;K11.7;5438
10005434;Аранейдизм;T63.3;5439
10005435;Арахнидизм;T63.3;5440
10005436;Арахнодактилия;Q87.4;5441
10005437;Арахноидит;G03.9;5442
10005438;Арахноидит базальный;G03.9;5443
10005439;Арахноидит менингококковый;A39.0;5444
10005440;Арахноидит менингококковый хронический;A39.0;5445
10005441;Арахноидит острый;G03.9;5446
10005442;Арахноидит сифилитический;A52.1;5447
10005443;Арахноидит сифилитический поздний;A52.1;5448
10005444;Арахноидит сифилитический третичный;A52.1;5449
10005445;Арахноидит слипчивый;G03.9;5450
10005446;Арахноидит туберкулезный;A17.0;5451
10005447;Арахноидит цереброспинальный;G03.9;5452
10005448;Арахнофобия;F40.2;5453
10005449;Арбоэнцефалит австралийский;A83.4;5454
10005450;Аргайла Робертсона синдром несифилитический;H57.0;5455
10005451;Аргайла Робертсона феномен атипичный;H57.0;5456
10005452;Аргайла Робертсона феномен несифилитический;H57.0;5457
10005453;Аргининемия;E72.2;5458
10005454;Аргириаз;T56.8;5459
10005455;Аргириаз конъюнктивная от лекарственного средства правильно введенного и соответствующего назначению;L81.8;5460
10005456;Аргириаз конъюнктивная от лекарственного средства при неправильном назначении;T37.8;5461
10005457;Аргириаз конъюнктивная от лекарственного средства при неправильном приеме;T37.8;5462
10005458;Аргириаз конъюнктивная от лекарственного средства при передозировке;T37.8;5463
10005459;Аргириаз конъюнктивная от медикамента правильно введенного и соответствующего назначению;L81.8;5464
10005460;Аргириаз конъюнктивная от медикамента при неправильном назначении;T37.8;5465
10005461;Аргириаз конъюнктивная от медикамента при неправильном приеме;T37.8;5466
10005462;Аргириаз конъюнктивная от медикамента при передозировке;T37.8;5467
10005463;Аргириаз конъюнктивный;H11.1;5468
10005464;Аргириаз от лекарственного средства;L81.8;5469
